Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Position_Size,P&L,R_Multiple,Exit_Reason
2025-08-12 16:00:00+01:00,2025-08-22 04:00:00+01:00,long,1.1676785945892334,1.1596473042368889,1.1596473042368889,1.1877568204700948,20523.728394563674,-166.2686828370178,-1.008715909515034,stop_loss
2025-08-18 12:00:00+01:00,2025-08-22 15:00:00+01:00,short,1.1678149700164795,1.1678149700164795,1.1678149700164795,1.1564290475845338,34519.11487390892,-2.416338041173624,0.0,stop_loss
2025-08-19 19:00:00+01:00,2025-08-22 15:00:00+01:00,short,1.164958119392395,1.164958119392395,1.164958119392395,1.1519149486720561,30133.161084894648,-2.109321275942625,0.0,stop_loss
2025-08-25 19:00:00+01:00,2025-09-01 07:00:00+01:00,short,1.16225004196167,1.1731942026615143,1.1731942026615143,1.134889640212059,13912.97858729081,-153.2397819739149,-1.006396104911087,stop_loss
2025-08-27 22:00:00+01:00,2025-09-02 09:00:00+01:00,long,1.1640088558197021,1.1640088558197021,1.1640088558197021,1.1806197068095203,22916.627445236954,-1.6041639211665866,0.0,stop_loss
2025-09-09 16:00:00+01:00,2025-09-16 04:00:00+01:00,short,1.1726078987121582,1.1788618605136871,1.1788618605136871,1.1569729942083358,23975.716360742907,-151.6215144296303,-1.0111929049491295,stop_loss
2025-09-11 16:00:00+01:00,2025-09-17 19:00:00+01:00,long,1.1735711097717285,1.1914643470942972,1.1735711097717285,1.1914643470942972,20949.70457012477,373.3915563910347,0.0,take_profit
2025-09-22 13:00:00+01:00,2025-09-25 13:00:00+01:00,long,1.1786893606185913,1.1724339718222618,1.1724339718222618,1.194327832609415,24502.036548668995,-154.98490747220617,-1.011190351595903,stop_loss
2025-09-24 09:00:00+01:00,2025-10-01 07:00:00+01:00,short,1.1775789260864258,1.1775789260864258,1.1775789260864258,1.1642668311297895,28783.93021779657,-2.0148751152457596,0.0,stop_loss
2025-10-02 09:00:00+01:00,2025-10-02 15:00:00+01:00,long,1.1757789850234985,1.171334815979004,1.171334815979004,1.1868894076347347,33957.927041938776,-153.29182306792327,-1.015750976009051,stop_loss
2025-09-26 19:00:00+01:00,2025-10-02 16:00:00+01:00,long,1.1706860065460205,1.1706860065460205,1.1706860065460205,1.1834069241583345,29664.721504760262,-2.0765305053332184,0.0,stop_loss
2025-10-09 05:00:00+01:00,2025-10-09 15:00:00+01:00,long,1.164958119392395,1.1596473042368889,1.1596473042368889,1.1782351572811605,27977.67169835312,-150.54267989027346,-1.0131806507947139,stop_loss
2025-10-13 13:00:00+01:00,2025-10-15 07:00:00+01:00,short,1.157139539718628,1.163913412928581,1.163913412928581,1.140204856693745,21601.541413268733,-147.83821057196343,-1.0103338219996716,stop_loss
2025-10-29 04:00:00+00:00,2025-10-30 04:00:00+00:00,short,1.1637378931045532,1.1637378931045532,1.1637378931045532,1.153790082782507,36216.14326398109,-2.535130028478676,0.0,stop_loss
2025-11-12 17:00:00+00:00,2025-11-17 13:00:00+00:00,long,1.1595547199249268,1.1595547199249268,1.1595547199249268,1.168376847952604,40826.459928953875,-2.857852195026771,0.0,stop_loss
2025-11-14 17:00:00+00:00,2025-11-21 11:00:00+00:00,short,1.1618449687957764,1.15090780377388,1.1618449687957764,1.15090780377388,32931.40916215389,357.87105776871556,0.0,take_profit
2025-12-02 21:00:00+00:00,2025-12-08 15:00:00+00:00,long,1.1627906560897827,1.1627906560897827,1.1627906560897827,1.1719939377903938,40582.1818530543,-2.840752729713801,0.0,stop_loss
2025-12-24 17:00:00+00:00,2026-01-05 13:00:00+00:00,short,1.1777175664901733,1.1664993618428707,1.1777175664901733,1.1664993618428707,33283.64342876396,371.0528683517093,0.0,take_profit
2026-01-16 17:00:00+00:00,2026-01-19 00:00:00+00:00,short,1.1599582433700562,1.1635074216127395,1.1635074216127395,1.151085297763348,43649.22576129598,-157.974328185254,-1.0197228753287628,stop_loss
2026-01-19 03:00:00+00:00,2026-01-20 11:00:00+00:00,long,1.1627906560897827,1.1736730547249312,1.1627906560897827,1.1736730547249312,35044.95483341141,378.9200218096185,0.0,take_profit
2026-01-21 19:00:00+00:00,2026-01-22 16:00:00+00:00,short,1.1694538593292236,1.1751232577562332,1.1751232577562332,1.1552803632616997,27910.027813972647,-160.18676973330685,-1.012346988997371,stop_loss
2026-01-22 15:00:00+00:00,2026-01-26 16:00:00+00:00,long,1.1737089157104492,1.1905847869813442,1.1737089157104492,1.1905847869813442,23440.72570333392,393.9418186665886,0.0,take_profit
2026-02-11 05:00:00+00:00,2026-02-11 13:00:00+00:00,long,1.1921793222427368,1.1879010307192803,1.1879010307192803,1.202875051051378,37804.668670557665,-164.38572032726702,-1.016361671385929,stop_loss
2026-02-06 14:00:00+00:00,2026-02-17 13:00:00+00:00,long,1.1821727752685547,1.1821727752685547,1.1821727752685547,1.1965147848427296,28193.293395154244,-1.9735305376607968,0.0,stop_loss
2026-02-12 18:00:00+00:00,2026-02-18 19:00:00+00:00,short,1.1868027448654175,1.1789642965793607,1.1868027448654175,1.1789642965793607,50798.83221234677,394.6281010336888,0.0,take_profit
